,original_title,ISBN,ISSN,DOI,URLs,Proceedings title,Abstract,Authors,Journal,Publication year,Date published,URLs,title,keep_title
84,Evaluating Cloud Computing Techniques for Smart Power Grid Design Using Parallel Scripting,,,10.1109/CCGrid.2013.26,https://doi.org/10.1109/CCGrid.2013.26;http://dx.doi.org/10.1109/CCGrid.2013.26,"Proceedings of the 13th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing","Applications used to evaluate next-generation electrical power grids (""smart grids"") are anticipated to be compute and data-intensive. In this work, we parallelize and improve performance of one such application which was run sequentially prior to the use of our cloud-based configuration. We examine multiple cloud computing offerings, both commercial and academic, to evaluate their potential for improving the turnaround time for application results. Since the target application does not fit well into existing computational paradigms for the cloud, we employ parallel scripting tool, as a first step toward a broader program of adapting portable, scalable computational tools for use as enablers of the future smart grids. We use multiple clouds as a way to reassure potential users that the risk of cloud-vendor lock-in can be managed. This paper discusses our methods and results. Our experience sheds light on some of the issues facing computational scientists and engineers tasked with adapting new paradigms and infrastructures for existing engineering design problems.","Maheshwari K,Birman K,Wozniak JM,Van Zandt D",,2013,2013,https://doi.org/10.1109/CCGrid.2013.26;http://dx.doi.org/10.1109/CCGrid.2013.26,evaluating cloud computing techniques for smart power grid design using parallel scripting,0
92,Mining Questions about Software Energy Consumption,"9,78145E+12",,10.1145/2597073.2597110,https://doi.org/10.1145/2597073.2597110;http://dx.doi.org/10.1145/2597073.2597110,Proceedings of the 11th Working Conference on Mining Software Repositories,"A growing number of software solutions have been proposed to address application-level energy consumption problems in the last few years. However, little is known about how much software developers are concerned about energy consumption, what aspects of energy consumption they consider important, and what solutions they have in mind for improving energy efficiency. In this paper we present the first empirical study on understanding the views of application programmers on software energy consumption problems. Using StackOverflow as our primary data source, we analyze a carefully curated sample of more than 300 questions and 550 answers from more than 800 users. With this data, we observed a number of interesting findings. Our study shows that practitioners are aware of the energy consumption problems: the questions they ask are not only diverse -- we found 5 main themes of questions -- but also often more interesting and challenging when compared to the control question set. Even though energy consumption-related questions are popular when considering a number of different popularity measures, the same cannot be said about the quality of their answers. In addition, we observed that some of these answers are often flawed or vague. We contrast the advice provided by these answers with the state-of-the-art research on energy consumption. Our summary of software energy consumption problems may help researchers focus on what matters the most to software developers and end users.","Pinto G,Castor F,Liu YD",,2014,2014,https://doi.org/10.1145/2597073.2597110;http://dx.doi.org/10.1145/2597073.2597110,mining questions about software energy consumption,0
101,GreenMiner: A Hardware Based Mining Software Repositories Software Energy Consumption Framework,"9,78145E+12",,10.1145/2597073.2597097,https://doi.org/10.1145/2597073.2597097;http://dx.doi.org/10.1145/2597073.2597097,Proceedings of the 11th Working Conference on Mining Software Repositories,"Green Mining is a field of MSR that studies software energy consumption and relies on software performance data. Unfortunately there is a severe lack of publicly available software power use performance data. This means that green mining researchers must generate this data themselves by writing tests, building multiple revisions of a product, and then running these tests multiple times (10+) for each software revision while measuring power use. Then, they must aggregate these measurements to estimate the energy consumed by the tests for each software revision. This is time consuming and is made more difficult by the constraints of mobile devices and their OSes. In this paper we propose, implement, and demonstrate Green Miner: the first dedicated hardware mining software repositories testbed. The Green Miner physically measures the energy consumption of mobile devices (Android phones) and automates the testing of applications, and the reporting of measurements back to developers and researchers. The Green Miner has already produced valuable results for commercial Android application developers, and has been shown to replicate other power studies' results.","Hindle A,Wilson A,Rasmussen K,Barlow EJ,Campbell JC,Romansky S",,2014,2014,https://doi.org/10.1145/2597073.2597097;http://dx.doi.org/10.1145/2597073.2597097,greenminer a hardware based mining software repositories software energy consumption framework,0
104,Power and Performance Estimation for Fine-Grained Server Power Capping via Controlling Heterogeneous Applications,,2158-656X,10.1145/3086449,https://doi.org/10.1145/3086449;http://dx.doi.org/10.1145/3086449,,"Power capping is a method to save power consumption of servers by limiting performance of the servers. Although users frequently run applications on different virtual machines (VMs) for keeping their performance and having them isolated from the other applications, power capping may degrade performance of all the applications running on the server. We present fine-grained power capping by limiting performance of each application individually. For keeping performance defined in Quality of Service (QoS) requirements, it is important to estimate applications performance and power consumption after the fine-grained power capping is applied. We propose the estimation method of physical CPU usage when limiting virtual CPU usage of applications on VMs. On servers where multiple VMs run, VMs usage of physical CPU is interrupted by the other VMs, and a hypervisor uses physical CPU to control VMs. These VMs and hypervisors behaviors make it difficult to estimate performance and power consumption by straightforward methods, such as linear regression and polynomial regression. The proposed method uses Piecewise Linear Regression to estimate physical CPU usage by assuming that VMs access to physical CPU is not interrupted by the other VMs. Then we estimate how much physical CPU usage is reduced by the interruption. Because physical CPU usage is not stable soon after limiting CPU usage, the proposed method estimates a convergence value of CPU usage after many interruptions are repeated.","Ha TM,Samejima M,Komoda N",ACM Trans. Manage. Inf. Syst.,2017,2017-08,https://doi.org/10.1145/3086449;http://dx.doi.org/10.1145/3086449,power and performance estimation for fine grained server power capping via controlling heterogeneous applications,0
109,Study Effect of Information and Communication Technology (ICT) on Energy Consumption and Greenhouse Gas Emissions in Selected Oil-Producing Countries,"9,78145E+12",,10.1145/3527049.3527123,https://doi.org/10.1145/3527049.3527123;http://dx.doi.org/10.1145/3527049.3527123,Proceedings of the 3rd International Scientific Conference on Innovations in Digital Economy,"The current trend of increasing energy consumption in the world has brought about two major crises for humanity. The first one is environmental pollution and the running out of energy resources. Energy supply is one of the fundamental requirements of economic development and improving the quality of human life. Since the industrial revolution in the mid-18th century, the ever-growing consumption of energy in the world has been continued. Further, Carbon Dioxide emitted during the combustion of fossil fuels has exerted irreversible and threatening changes in the world. Today, experts and researchers are looking for sustainable development and some strategies to reduce energy consumption and environmental pollution. Using ICT has been considered to be one of the effective solutions to achieve these goals. Due to the adverse economic and environmental consequences, as well as the continuous increase of greenhouse gas emissions, there is an emergent need to conduct some inquiries to identify the source of problems and propose some efficient coping strategies. The present study is conducted to investigate the relationship between carbon dioxide emissions, energy consumption, ICT development index, and economic growth. For this purpose, the data panel method was utilized for selected oil producing countries from 1998 to 2011. The results of model estimation revealed that the Kuznets hypothesis was confirmed in the period under investigation and also the development of ICT had a positive effect on reducing energy consumption and air pollution.","Rodionov D,Daniali S,Khortabi F,Moqaddasnejad A",,2022,2022,https://doi.org/10.1145/3527049.3527123;http://dx.doi.org/10.1145/3527049.3527123,study effect of information and communication technology ict on energy consumption and greenhouse gas emissions in selected oil producing countries,0
112,Energy-Efficient Computing for Wildlife Tracking: Design Tradeoffs and Early Experiences with ZebraNet,"9,78158E+12",,10.1145/605397.605408,https://doi.org/10.1145/605397.605408;http://dx.doi.org/10.1145/605397.605408,Proceedings of the 10th International Conference on Architectural Support for Programming Languages and Operating Systems,"Over the past decade, mobile computing and wireless communication have become increasingly important drivers of many new computing applications. The field of wireless sensor networks particularly focuses on applications involving autonomous use of compute, sensing, and wireless communication devices for both scientific and commercial purposes. This paper examines the research decisions and design tradeoffs that arise when applying wireless peer-to-peer networking techniques in a mobile sensor network designed to support wildlife tracking for biology research.The ZebraNet system includes custom tracking collars (nodes) carried by animals under study across a large, wild area; the collars operate as a peer-to-peer network to deliver logged data back to researchers. The collars include global positioning system (GPS), Flash memory, wireless transceivers, and a small CPU; essentially each node is a small, wireless computing device. Since there is no cellular service or broadcast communication covering the region where animals are studied, ad hoc, peer-to-peer routing is needed. Although numerous ad hoc protocols exist, additional challenges arise because the researchers themselves are mobile and thus there is no fixed base station towards which to aim data. Overall, our goal is to use the least energy, storage, and other resources necessary to maintain a reliable system with a very high `data homing' success rate. We plan to deploy a 30-node ZebraNet system at the Mpala Research Centre in central Kenya. More broadly, we believe that the domain-centric protocols and energy tradeoffs presented here for ZebraNet will have general applicability in other wireless and sensor applications.","Juang P,Oki H,Wang Y,Martonosi M,Peh LS,Rubenstein D",,2002,2002,https://doi.org/10.1145/605397.605408;http://dx.doi.org/10.1145/605397.605408,energy efficient computing for wildlife tracking design tradeoffs and early experiences with zebranet,0
113,Energy-Efficient Computing for Wildlife Tracking: Design Tradeoffs and Early Experiences with ZebraNet,,0163-5964,10.1145/635506.605408,https://doi.org/10.1145/635506.605408;http://dx.doi.org/10.1145/635506.605408,,"Over the past decade, mobile computing and wireless communication have become increasingly important drivers of many new computing applications. The field of wireless sensor networks particularly focuses on applications involving autonomous use of compute, sensing, and wireless communication devices for both scientific and commercial purposes. This paper examines the research decisions and design tradeoffs that arise when applying wireless peer-to-peer networking techniques in a mobile sensor network designed to support wildlife tracking for biology research.The ZebraNet system includes custom tracking collars (nodes) carried by animals under study across a large, wild area; the collars operate as a peer-to-peer network to deliver logged data back to researchers. The collars include global positioning system (GPS), Flash memory, wireless transceivers, and a small CPU; essentially each node is a small, wireless computing device. Since there is no cellular service or broadcast communication covering the region where animals are studied, ad hoc, peer-to-peer routing is needed. Although numerous ad hoc protocols exist, additional challenges arise because the researchers themselves are mobile and thus there is no fixed base station towards which to aim data. Overall, our goal is to use the least energy, storage, and other resources necessary to maintain a reliable system with a very high `data homing' success rate. We plan to deploy a 30-node ZebraNet system at the Mpala Research Centre in central Kenya. More broadly, we believe that the domain-centric protocols and energy tradeoffs presented here for ZebraNet will have general applicability in other wireless and sensor applications.","Juang P,Oki H,Wang Y,Martonosi M,Peh LS,Rubenstein D",SIGARCH Comput. Archit. News,2002,2002-10,https://doi.org/10.1145/635506.605408;http://dx.doi.org/10.1145/635506.605408,energy efficient computing for wildlife tracking design tradeoffs and early experiences with zebranet,0
114,Energy-Efficient Computing for Wildlife Tracking: Design Tradeoffs and Early Experiences with ZebraNet,,0362-1340,10.1145/605432.605408,https://doi.org/10.1145/605432.605408;http://dx.doi.org/10.1145/605432.605408,,"Over the past decade, mobile computing and wireless communication have become increasingly important drivers of many new computing applications. The field of wireless sensor networks particularly focuses on applications involving autonomous use of compute, sensing, and wireless communication devices for both scientific and commercial purposes. This paper examines the research decisions and design tradeoffs that arise when applying wireless peer-to-peer networking techniques in a mobile sensor network designed to support wildlife tracking for biology research.The ZebraNet system includes custom tracking collars (nodes) carried by animals under study across a large, wild area; the collars operate as a peer-to-peer network to deliver logged data back to researchers. The collars include global positioning system (GPS), Flash memory, wireless transceivers, and a small CPU; essentially each node is a small, wireless computing device. Since there is no cellular service or broadcast communication covering the region where animals are studied, ad hoc, peer-to-peer routing is needed. Although numerous ad hoc protocols exist, additional challenges arise because the researchers themselves are mobile and thus there is no fixed base station towards which to aim data. Overall, our goal is to use the least energy, storage, and other resources necessary to maintain a reliable system with a very high `data homing' success rate. We plan to deploy a 30-node ZebraNet system at the Mpala Research Centre in central Kenya. More broadly, we believe that the domain-centric protocols and energy tradeoffs presented here for ZebraNet will have general applicability in other wireless and sensor applications.","Juang P,Oki H,Wang Y,Martonosi M,Peh LS,Rubenstein D",SIGPLAN Not.,2002,2002-10,https://doi.org/10.1145/605432.605408;http://dx.doi.org/10.1145/605432.605408,energy efficient computing for wildlife tracking design tradeoffs and early experiences with zebranet,0
115,Energy-Efficient Computing for Wildlife Tracking: Design Tradeoffs and Early Experiences with ZebraNet,,0163-5980,10.1145/635508.605408,https://doi.org/10.1145/635508.605408;http://dx.doi.org/10.1145/635508.605408,,"Over the past decade, mobile computing and wireless communication have become increasingly important drivers of many new computing applications. The field of wireless sensor networks particularly focuses on applications involving autonomous use of compute, sensing, and wireless communication devices for both scientific and commercial purposes. This paper examines the research decisions and design tradeoffs that arise when applying wireless peer-to-peer networking techniques in a mobile sensor network designed to support wildlife tracking for biology research.The ZebraNet system includes custom tracking collars (nodes) carried by animals under study across a large, wild area; the collars operate as a peer-to-peer network to deliver logged data back to researchers. The collars include global positioning system (GPS), Flash memory, wireless transceivers, and a small CPU; essentially each node is a small, wireless computing device. Since there is no cellular service or broadcast communication covering the region where animals are studied, ad hoc, peer-to-peer routing is needed. Although numerous ad hoc protocols exist, additional challenges arise because the researchers themselves are mobile and thus there is no fixed base station towards which to aim data. Overall, our goal is to use the least energy, storage, and other resources necessary to maintain a reliable system with a very high `data homing' success rate. We plan to deploy a 30-node ZebraNet system at the Mpala Research Centre in central Kenya. More broadly, we believe that the domain-centric protocols and energy tradeoffs presented here for ZebraNet will have general applicability in other wireless and sensor applications.","Juang P,Oki H,Wang Y,Martonosi M,Peh LS,Rubenstein D",SIGOPS Oper. Syst. Rev.,2002,2002-10,https://doi.org/10.1145/635508.605408;http://dx.doi.org/10.1145/635508.605408,energy efficient computing for wildlife tracking design tradeoffs and early experiences with zebranet,0
116,On Reducing Computational Complexity in Evaluating the Topological Survivability of Power Systems,,,,,Proceedings of the 2010 Conference on Grand Challenges in Modeling & Simulation,"The topological survivability of a power system is the system ability due to its topology -- the number of system elements that generate and demand power and connections between them -- to supply power to loads under massive sudden damage. Previously we showed that the topological survivability of a power system can be quantified by analyzing the impact of all possible combinations of unrecoverable faults (fault scenarios) on the availability and connectivity of the system elements. The number of possible fault scenarios grows as 2M with increasing the number M of the system elements. Clearly, such an analysis is a computational challenge for large-scale systems. The paper discusses possibilities of reducing computational complexity of the problem.",Poroseva SV,,2010,2010,,on reducing computational complexity in evaluating the topological survivability of power systems,0
120,An Information Monitoring Platform for Thermal Energy Storage Systems Using Cloud Computing,"9,78145E+12",,10.1145/3291064.3291069,https://doi.org/10.1145/3291064.3291069;http://dx.doi.org/10.1145/3291064.3291069,Proceedings of the 2018 International Conference on Cloud Computing and Internet of Things,"Energy storage plays a key element to use new energy to replace traditional coal and petrochemical energy, and it plays an important role of shifting energy utilization ways. Nowadays energy internet is a way of renewable and sharing energy. A cloud platform for monitoring energy information of thermal storage systems is developed by using cloud computing, IoT and energy storage technologies. This platform allows a user to monitor the running conditions of regional thermal energy systems in real-time from anywhere as the condition data are synchronized to the client-side website, and data are stored into a data storage server. To quickly locate any thermal energy storage system, the geographical locations of the systems built anywhere are marked on the map of the web page. The condition data of all systems can be collected and communicated between the control unit installed in the heat system and the servers on cloud. The gathered data can be worked out for further allocating energy consumption. This platform has been launched after successfully tested on a number of practical thermal energy storage systems at different regions. This will provide a guarantee for further intelligent analysis and optimization of energy deployment.","Liu J,Chang Y,Wei D,Wang D,Zhang T",,2018,2018,https://doi.org/10.1145/3291064.3291069;http://dx.doi.org/10.1145/3291064.3291069,an information monitoring platform for thermal energy storage systems using cloud computing,0
123,"Interrelations between Software Quality Metrics, Performance and Energy Consumption in Embedded Applications","9,78145E+12",,10.1145/3207719.3207736,https://doi.org/10.1145/3207719.3207736;http://dx.doi.org/10.1145/3207719.3207736,Proceedings of the 21st International Workshop on Software and Compilers for Embedded Systems,"Source code refactorings and transformations are extensively used by embedded system developers to improve the quality of applications, often supported by various open source and proprietary tools. They either aim at improving the design time quality such as the maintainability and reusability of software artifacts, or the runtime quality such as performance and energy efficiency. However, an inherent trade-off between design- and run-time qualities is often present posing challenges to embedded software development. This work is a first step towards the investigation of the impact of transformations for improving the performance and the energy efficiency on software quality metrics and the impact of refactorings for increasing the design time quality on the execution time, the memory and the energy consumption. Based on a set of embedded applications from widely used benchmark suites and typical transformations and refactorings, we identify interrelations and trade-offs between the aforementioned metrics.","Papadopoulos L,Marantos C,Digkas G,Ampatzoglou A,Chatzigeorgiou A,Soudris D",,2018,2018,https://doi.org/10.1145/3207719.3207736;http://dx.doi.org/10.1145/3207719.3207736,interrelations between software quality metrics performance and energy consumption in embedded applications,0
125,An Energy Efficient Model for Monitoring and Detecting Atrial Fibrillation in Wearable Computing,"9,78194E+12",,,,Proceedings of the 7th International Conference on Body Area Networks,"Current portable healthcare monitoring systems are small, battery-operated electrocardiograph devices that are used to record the heart's rhythm and activity. These on-body healthcare devices fall short on delivering real-time continuous monitoring of early detection of cardiac atrial fibrillation (A-Fib) when the symptoms last only a short period of time and require a long battery life. The focus of this paper is the design of an energy efficient model for real-time early detection of A-Fib in a wearable computing device. The design is realized by incorporating an A-Fib risk factor and a real-time A-Fib incidence-based detection algorithm. The results of the design show that the proposed energy efficient model performs better than a telemetry energy model. The design shows promising results in meeting the energy needs of real-time monitoring, detecting and reporting required in wearable computing healthcare applications.","Bouhenguel R,Mahgoub I,Llyas M",,2012,2012,,an energy efficient model for monitoring and detecting atrial fibrillation in wearable computing,0
127,A Green Miner's Dataset: Mining the Impact of Software Change on Energy Consumption,"9,78145E+12",,10.1145/2597073.2597130,https://doi.org/10.1145/2597073.2597130;http://dx.doi.org/10.1145/2597073.2597130,Proceedings of the 11th Working Conference on Mining Software Repositories,"With the advent of mobile computing, the responsibility of software developers to update and ship energy efficient applications has never been more pronounced. Green mining attempts to address this responsibility by examining the impact of software change on energy consumption. One problem with green mining is that power performance data is not readily available, unlike many other forms of MSR research. Green miners have to create tests and run them across numerous versions of a software project because power performance data was either missing or never existed for that particular project. In this paper we describe multiple open green mining datasets used in prior green mining work. The dataset includes numerous power traces and parallel system call and CPU/IO/Memory traces of multiple versions of multiple products. These datasets enable those more interested in data-mining and modeling to work on green mining problems as well.","Zhang C,Hindle A",,2014,2014,https://doi.org/10.1145/2597073.2597130;http://dx.doi.org/10.1145/2597073.2597130,a green miner s dataset mining the impact of software change on energy consumption,0
132,Bluetooth Low Energy Microlocation Asset Tracking (BLEMAT) in a Context-Aware Fog Computing System,"9,78145E+12",,10.1145/3227609.3227652,https://doi.org/10.1145/3227609.3227652;http://dx.doi.org/10.1145/3227609.3227652,"Proceedings of the 8th International Conference on Web Intelligence, Mining and Semantics","In this paper we present a Bluetooth Low Energy Microlocation Asset Tracking system (BLEMAT) that performs real-time position estimation and asset tracking based on BLE beacons and scanners. It is built on a context-aware fog computing system comprising Internet of Things controllers, sensors and a cloud platform, helped by machine-learning models and techniques. The BLEMAT system offers detecting signal propagation obstacles, performing signal perturbation correction and beacon paths exploration as well as auto discovery and onboarding of fog controller devices. These are the key characteristics of semi-supervised indoor position estimation services. In this paper we have shown there are solid basis that a fog computing system can efficiently carry out semi-supervised machine learning procedures for high-precision indoor position estimation and space modeling without the need for detailed input information (i.e. floor plan, signal propagation map, scanner position). In addition, the fog computing system inherently brings high level of system robustness, integrity, privacy and trust.","Pei? S,Toi? M,Ikovi? O,Radovanovi? M,Ivanovi? M,Bokovi? D",,2018,2018,https://doi.org/10.1145/3227609.3227652;http://dx.doi.org/10.1145/3227609.3227652,bluetooth low energy microlocation asset tracking blemat in a context aware fog computing system,0
134,Evaluation of the Energetic Impact of Bluetooth Low-Power Modes for Ubiquitous Computing Applications,"9,7816E+12",,10.1145/1163610.1163612,https://doi.org/10.1145/1163610.1163612;http://dx.doi.org/10.1145/1163610.1163612,"Proceedings of the 3rd ACM International Workshop on Performance Evaluation of Wireless Ad Hoc, Sensor and Ubiquitous Networks","In order to further increase the applicability of Bluetooth in real applications, reducing the energy consumption and hardware cost are important research topics. In this paper we present a wireless communication prototype to support ubiquitous computing, which has been implemented based on commercial Bluetooth off-the-shelf components. It allows every object to be augmented with processing and communication capabilities in order to make them ""smart"". We investigate on the power characteristics of our Bluetooth prototype which supports the use of low-power modes providing helpful information for protocol developers and software designers. We assess if Bluetooth modules implementing low-power modes can significantly alleviate the power consumption of Bluetooth enabled devices. Our prototype has been used in a museum application to support spontaneous and ubiquitous connections between devices without requiring a priori knowledge of each other","Cano JC,Cano JM,González E,Calafate C,Manzoni P",,2006,2006,https://doi.org/10.1145/1163610.1163612;http://dx.doi.org/10.1145/1163610.1163612,evaluation of the energetic impact of bluetooth low power modes for ubiquitous computing applications,0
135,Fluid Flow Model for Energy-Aware Server Performance Evaluation,,0163-5999,10.1145/3199524.3199560,https://doi.org/10.1145/3199524.3199560;http://dx.doi.org/10.1145/3199524.3199560,,We use a fluid flow model with reactive bounds to analyse a data processing center with energy-aware servers. The servers switch between four energy states depending on the level of the buffer content and on three reactive bounds. Every state consumes different amounts of energy. We use a regenerative approach to calculate the stationary distribution of the system and the expected energy consumption.,"Deiana E,Latouche G,Remiche MA",SIGMETRICS Perform. Eval. Rev.,2018,2018-03,https://doi.org/10.1145/3199524.3199560;http://dx.doi.org/10.1145/3199524.3199560,fluid flow model for energy aware server performance evaluation,0
136,Energy-Based Anomaly Detection a New Perspective for Predicting Software Failures,,,10.1109/ICSE-NIER.2019.00026,https://doi.org/10.1109/ICSE-NIER.2019.00026;http://dx.doi.org/10.1109/ICSE-NIER.2019.00026,Proceedings of the 41st International Conference on Software Engineering: New Ideas and Emerging Results,"The ability of predicting failures before their occurrence is a fundamental enabler for reducing field failures and improving the reliability of complex software systems. Recent research proposes many techniques to detect anomalous values of system metrics, and demonstrates that collective anomalies are a good symptom of failure-prone states.In this paper (i) we observe the analogy of complex software systems with multi-particle and network systems, (ii) propose to use energy-based models commonly exploited in physics and statistical mechanics to precisely reveal failure-prone behaviors without training with seeded errors, and (iii) present some preliminary experimental results that show the feasibility of our approach.","Monni C,Pezzè M",,2019,2019,https://doi.org/10.1109/ICSE-NIER.2019.00026;http://dx.doi.org/10.1109/ICSE-NIER.2019.00026,energy based anomaly detection a new perspective for predicting software failures,0
143,Lightweight Power Aware and Scalable Movement Monitoring for Wearable Computers: A Mining and Recognition Technique at the Fingertip of Sensors,"9,78145E+12",,10.1145/2077546.2077554,https://doi.org/10.1145/2077546.2077554;http://dx.doi.org/10.1145/2077546.2077554,Proceedings of the 2nd Conference on Wireless Health,"Activity monitoring using Body Sensor Networks(BSN) has gained much attention from the scientific community due to its recreational and medical applications. Suggested techniques for activity monitoring face two major problem. First, systems have to be trained for the individual subjects due to the heterogeneity of the BSN data. While most solutions can address this problem on a small data set, they have no mechanics for automatic scaling of the solution as the data set increases. Second, the battery limitations of the BSN severely limit the maximum deployment time for the continuous monitoring. This problem is often solved by shifting some processing to the local sensor nodes to avoid a very heavy communication cost. However, little work has been done to optimize the sensing and processing cost of the action recognition. In this paper, we propose an action recognition approach based on the BSN repository. We show how the information of a large repository can be automatically used to customize the processing on sensor nodes based on a limited and automated training process. We also investigate the power cost of such a repository mining approach on the sensor nodes based on our implementation. To assess the power requirement, we define an energy model for data sensing and processing. We demonstrate the relationship between the activity recognition precision and the power consumption of the system during continuous action monitoring. We demonstrate the energy effectiveness of our approach with a classification accuracy constraint based on limited data repository.","Loseu V,Mannil J,Jafari R",,2011,2011,https://doi.org/10.1145/2077546.2077554;http://dx.doi.org/10.1145/2077546.2077554,lightweight power aware and scalable movement monitoring for wearable computers a mining and recognition technique at the fingertip of sensors,0
147,Efficient Power Modeling and Software Thermal Sensing for Runtime Temperature Monitoring,,1084-4309,10.1145/1255456.1255462,https://doi.org/10.1145/1255456.1255462;http://dx.doi.org/10.1145/1255456.1255462,,"The evolution of microprocessors has been hindered by increasing power consumption and heat dissipation on die. An excessive amount of heat creates reliability problems, reduces the lifetime of a processor, and elevates the cost of cooling and packaging considerably. It is therefore imperative to be able to monitor the temperature variations across the die in a timely and accurate manner.Most current techniques rely on on-chip thermal sensors to report the temperature of the processor. Unfortunately, significant variation in chip temperature both spatially and temporally exposes the limitation of the sensors. We present a compensating approach to tracking chip temperature through an OS resident software module that generates live power and thermal profiles of the processor. We developed such a software thermal sensor (STS) in a Linux system with a Pentium 4 Northwood core. We employed highly efficient numerical methods in our model to minimize the overhead of temperature calculation. We also developed an efficient algorithm for functional unit power modeling. Our power and thermal models are calibrated and validated against on-chip sensor readings, thermal images of the Northwood heat spreader, and the thermometer measurements on the package. The resulting STS offers detailed power and temperature breakdowns of each functional unit at runtime, enabling more efficient online power and thermal monitoring and management at a higher level, such as the operating system.","Wu W,Jin L,Yang J,Liu P,Tan SX",ACM Trans. Des. Autom. Electron. Syst.,2008,2008-05,https://doi.org/10.1145/1255456.1255462;http://dx.doi.org/10.1145/1255456.1255462,efficient power modeling and software thermal sensing for runtime temperature monitoring,0
148,Hardware/Software Design Challenges of Low-Power Sensor Nodes for Condition Monitoring,"9,78398E+12",,,,"Proceedings of the Conference on Design, Automation and Test in Europe",Structural Health Monitoring (SHM) is a new challenge in wireless sensor design. In our project we are proposing an ultra-sonic measurement system to find malfunctions within structures. Examples of such structures are aircraft bodies and the wings of a wind turbine. It is required to allow for long term monitoring from a single battery or even using energy scavenging techniques.,"Ahlendorf H,Göpfert L",,2010,2010,,hardware software design challenges of low power sensor nodes for condition monitoring,0
160,Strong Agile Metrics: Mining Log Data to Determine Predictive Power of Software Metrics for Continuous Delivery Teams,"9,78145E+12",,10.1145/3106237.3117779,https://doi.org/10.1145/3106237.3117779;http://dx.doi.org/10.1145/3106237.3117779,Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering,"ING Bank, a large Netherlands-based internationally operating bank, implemented a fully automated continuous delivery pipe-line for its software engineering activities in more than 300 teams, that perform more than 2500 deployments to production each month on more than 750 different applications. Our objective is to examine how strong metrics for agile (Scrum) DevOps teams can be set in an iterative fashion. We perform an exploratory case study that focuses on the classification based on predictive power of software metrics, in which we analyze log data derived from two initial sources within this pipeline. We analyzed a subset of 16 metrics from 59 squads. We identified two lagging metrics and assessed four leading metrics to be strong.","Huijgens H,Lamping R,Stevens D,Rothengatter H,Gousios G,Romano D",,2017,2017,https://doi.org/10.1145/3106237.3117779;http://dx.doi.org/10.1145/3106237.3117779,strong agile metrics mining log data to determine predictive power of software metrics for continuous delivery teams,0
164,Approaches to Transient Computing for Energy Harvesting Systems: A Quantitative Evaluation,"9,78145E+12",,10.1145/2820645.2820652,https://doi.org/10.1145/2820645.2820652;http://dx.doi.org/10.1145/2820645.2820652,Proceedings of the 3rd International Workshop on Energy Harvesting & Energy Neutral Sensing Systems,"Systems operating from harvested sources typically integrate batteries or supercapacitors to smooth out rapid changes in harvester output. However, such energy storage devices require time for charging and increase the size, mass and cost of the system. A recent approach to address this is to power systems directly from the harvester output, termed transient computing. To solve the problem of having to restart computation from the start due to power-cycles, a number of techniques have been proposed to deal with transient power sources. In this paper, we quantitatively evaluate three state-of-the-art approaches on a Texas Instruments MSP430 microcontroller characterizing the application scenarios where each performs best. Finally, recommendations are provided to system designers for selecting the most suitable approach.","Rodriguez Arreola A,Balsamo D,Das AK,Weddell AS,Brunelli D,Al-Hashimi BM,Merrett GV",,2015,2015,https://doi.org/10.1145/2820645.2820652;http://dx.doi.org/10.1145/2820645.2820652,approaches to transient computing for energy harvesting systems a quantitative evaluation,0
165,A Software Agent Framework for Exploiting Demand-Side Consumer Social Networks in Power Systems,"9,78077E+12",,10.1109/WI-IAT.2011.245,https://doi.org/10.1109/WI-IAT.2011.245;http://dx.doi.org/10.1109/WI-IAT.2011.245,Proceedings of the 2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology - Volume 02,"This work introduces Energy City, a multi-agent framework designed and developed in order to simulate the power system and explore the potential of Consumer Social Networks (CSNs) as a means to promote demand-side response and raise social awareness towards energy consumption. The power system with all its involved actors (Consumers, Producers, Electricity Suppliers, Transmission and Distribution Operators) and their requirements are modeled. The semantic infrastructure for the formation and analysis of electricity CSNs is discussed, and the basic consumer attributes and CSN functionality are identified. Authors argue that the formation of such CSNs is expected to increase the electricity consumer market power by enabling them to act in a collective way.","Symeonidis AL,Gountis VP,Andreou GT",,2011,2011,https://doi.org/10.1109/WI-IAT.2011.245;http://dx.doi.org/10.1109/WI-IAT.2011.245,a software agent framework for exploiting demand side consumer social networks in power systems,0
169,The Evaluation of Ada Software to Support the Space Station Power Management and Distribution System,"9,7809E+12",,10.1145/76619.77034,https://doi.org/10.1145/76619.77034;http://dx.doi.org/10.1145/76619.77034,Proceedings of the Conference on TRI-Ada '88,,Schubert K,,1989,1989,https://doi.org/10.1145/76619.77034;http://dx.doi.org/10.1145/76619.77034,the evaluation of ada software to support the space station power management and distribution system,0
