"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YPW5FPKB","conferencePaper","2018","Jia, Zhenhua; Lyu, Xinmeng; Zhang, Wuyang; Martin, Richard P.; Howard, Richard E.; Zhang, Yanyong","Continuous Low-Power Ammonia Monitoring Using Long Short-Term Memory Neural Networks","Proceedings of the 16th ACM Conference on Embedded Networked Sensor Systems","978-1-4503-5952-8","","10.1145/3274783.3274836","https://doi.org/10.1145/3274783.3274836","Accurate and continuous ammonia monitoring is important for laboratory animal studies and many other applications. Existing solutions are often expensive, inaccurate, or unsuitable for long-term monitoring. In this work, we propose a new ammonia monitoring approach that is low-power, automatic, accurate, and wireless.Our system uses metal oxide sensors which change their electrical resistance due to an induced reduction reaction with ammonia at high temperatures. Traditional methods infer the ammonia level by measuring the sensor's electrical resistance after it reaches equilibrium. Such a system consumes a significant amount of energy because reaching equilibrium requires heating the sensor for minutes. Our proposed approach does not wait for equilibrium, but tries to predict the resistance at equilibrium using the sensor's initial resistance response curve in a very short heating pulse (as short as 200ms). The prediction model is built on long short-term memory (LSTM) neural networks.We built 38 prototype sensors and a home-grown gas flow system. In a 3-month in-lab testing period, we conducted extensive experiments and collected 13,770 measurements. Our model accurately predicts the equilibrium state resistance value, with an average error rate of 0.12%. The final average estimation error for the ammonia concentration level is 9.38ppm. Given the ultra low power consumption and accurate measurements, we have partnered with cage vendors and deployed our system at two animal research facilities (NIH and Cornell University) for month-long medical trials.","2018","2023-07-10 14:37:30","2023-07-10 14:37:30","","224–236","","","","","","","SenSys '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Shenzhen, China","","","","Ammonia Sensor; Long Short-term Memory; Low-power; Neural Networks; Transient Response","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQV2VVPD","journalArticle","2020","Zhang, Qiquan; Nicolson, Aaron; Wang, Mingjiang; Paliwal, Kuldip K.; Wang, Chenxu","DeepMMSE: A Deep Learning Approach to MMSE-Based Noise Power Spectral Density Estimation","IEEE/ACM Trans. Audio, Speech and Lang. Proc.","","2329-9290","10.1109/TASLP.2020.2987441","https://doi.org/10.1109/TASLP.2020.2987441","An accurate noise power spectral density (PSD) tracker is an indispensable component of a single-channel speech enhancement system. Bayesian-motivated minimum mean-square error (MMSE)-based noise PSD estimators have been the most prominent in recent time. However, they lack the ability to track highly non-stationary noise sources due to current methods of a priori signal-to-noise (SNR) estimation. This is caused by the underlying assumption that the noise signal changes at a slower rate than the speech signal. As a result, MMSE-based noise PSD trackers exhibit a large tracking delay and produce noise PSD estimates that require bias compensation. Motivated by this, we propose an MMSE-based noise PSD tracker that employs a temporal convolutional network (TCN) a priori SNR estimator. The proposed noise PSD tracker, called DeepMMSE makes no assumptions about the characteristics of the noise or the speech, exhibits no tracking delay, and produces an accurate estimate that requires no bias correction. Our extensive experimental investigation shows that the proposed DeepMMSE method outperforms state-of-the-art noise PSD trackers and demonstrates the ability to track abrupt changes in the noise level. Furthermore, when employed in a speech enhancement framework, the proposed DeepMMSE method is able to outperform state-of-the-art noise PSD trackers, as well as multiple deep learning approaches to speech enhancement. Availability: DeepMMSE is available at: https://github.com/anicolson/DeepXi.","2020-05","2023-07-10 14:37:30","2023-07-10 14:37:30","","1404–1415","","","28","","","","","","","","","","","","","","","","","Publisher: IEEE Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7Q7VKEVL","conferencePaper","2017","Al Qathrady, Mimonah; Helmy, Ahmed","Improving BLE Distance Estimation and Classification Using TX Power and Machine Learning: A Comparative Analysis","Proceedings of the 20th ACM International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems","978-1-4503-5162-1","","10.1145/3127540.3127577","https://doi.org/10.1145/3127540.3127577","Distance estimation and proximity classification techniques are essential for numerous IoT applications and in providing efficient services in smart cities. Bluetooth Low Energy (BLE) is designed for IoT devices, and its received signal strength indicator (RSSI) has been used in distance and proximity estimation, though they are noisy and unreliable. In this study, we leverage the BLE TX power level in BLE models.We adopt a comparative analysis framework that utilizes our extensive data library of measurements. It considers commonly used state-of-the-art model, in addition to our data-driven proposed approach. The RSSI and TX power are integrated into several parametric models such as log shadowing and Android Beacon library models, and machine learning models such as linear regression, decision trees, random forests and neural networks. Specific mobile apps are developed for the study experiment. We have collected more than 1.8 millions of BLE records between encounters with various distances that range from 0.5 to 22 meters in an indoor environment. Interestingly, considering TX power when estimating the distance reduced the mean errors by up to 46% in parametric models and by up to 35% in machine learning models. Also, the proximity classification accuracy increased by up to 103% and 70% in parametric and machine learning models, respectively. This work is one of the first studies (if not the first) that analyze in depth the TX power variations in improving the distance estimation and classification.","2017","2023-07-10 14:37:30","2023-07-10 14:37:30","","79–83","","","","","","","MSWiM '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Miami, Florida, USA","","","","ble; distance estimation; iot; proximity classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVEATGUQ","conferencePaper","2014","Bergen, Andreas; Desmarais, Ronald; Ganti, Sudhakar; Stege, Ulrike","Towards Software-Adaptive Green Computing Based on Server Power Consumption","Proceedings of the 3rd International Workshop on Green and Sustainable Software","978-1-4503-2844-9","","10.1145/2593743.2593745","https://doi.org/10.1145/2593743.2593745","With the proliferation of virtualization and cloud comput- ing, optimizing the power usage effectiveness of enterprise data centers has become a laudable goal and a critical re- quirement in IT operations all over the world. While a sig- nificant body of research exists to measure, monitor, and control the greenness level of hardware components, signif- icant research efforts are needed to relate hardware energy consumption to energy consumption due to program exe- cution. In this paper we report on our investigations to characterize power consumption profiles for different types of compute and memory intensive software applications. In particular, we focus on studying the effects of CPU loads on the power consumption of compute servers by monitoring rack power consumption in a data center. We conducted a series of experiments with a variety of processes of differ- ent complexity to understand and characterize the effect on power consumption. Combining processes of varying com- plexity with varying resource allocations produces different energy consumption levels. The challenge is to optimize pro- cess orchestration based on a power consumption framework to accrue energy savings. Our ultimate goal is to develop smart adaptive green computing techniques, such as adap- tive job scheduling and resource provisioning, to reduce over- all power consumption in data centers or clouds.","2014","2023-07-10 14:37:30","2023-07-10 14:37:30","","9–16","","","","","","","GREENS 2014","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Hyderabad, India","","","","cloud computing; data centers; green-aware; power application pro- files; power consumption framework; Power consumption measurments; self-adaptive green computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2XR4DVV","conferencePaper","2015","Shoukourian, Hayk; Wilde, Torsten; Auweter, Axel; Bode, Arndt; Tafani, Daniele","Predicting Energy Consumption Relevant Indicators of Strong Scaling HPC Applications for Different Compute Resource Configurations","Proceedings of the Symposium on High Performance Computing","978-1-5108-0101-1","","","","Finding the best energy-performance tradeoffs for High Performance Computing (HPC) applications is a major challenge for many modern supercomputing centers. With the increased focus on data center energy efficiency and the emergence of possible data center power constraints, making the right decision at a given time is becoming more important. A real-world situation like ""can a given 1000 compute node application be executed at a maximum of 2.7 GHz CPU frequency without going over the energy provider defined power band, or the available monthly energy limit?"" is just one example of the types of decisions HPC data centers will face. The previously developed Adaptive Energy and Power Consumption Prediction (AEPCP) model answers this question for the case of a fixed CPU frequency. This paper will extend the AEPCP process to enable the development of analytical models for estimating application execution time, power, and energy consumptions as functions of the number of compute nodes and maximum operating CPU frequency. Based on these analytical models, an adaptive model (Lightweight Adaptive Consumption Prediction (LACP)) is presented that implements the extended prediction process. This information allows for improved estimation of potential energy-performance costs and tradeoffs of applications and thus identifies the optimal resource configuration for specific data center boundary conditions.","2015","2023-07-10 14:37:30","2023-07-10 14:37:30","","115–126","","","","","","","HPC '15","","","","Society for Computer Simulation International","San Diego, CA, USA","","","","","","","","event-place: Alexandria, Virginia","","","","compute node number and CPU frequency; consumption modeling and prediction; HPC; LACP; power and energy capping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RI3HGT89","journalArticle","2022","Wu, Tzu-Hsuan; Lin, Peng-Chan; Chou, Hsin-Hung; Shen, Meng-Ru; Hsieh, Sun-Yuan","Pathogenicity Prediction of Single Amino Acid Variants With Machine Learning Model Based on Protein Structural Energies","IEEE/ACM Trans. Comput. Biol. Bioinformatics","","1545-5963","10.1109/TCBB.2021.3139048","https://doi.org/10.1109/TCBB.2021.3139048","The most popular tools for predicting pathogenicity of single amino acid variants (SAVs) were developed based on sequence-based techniques. SAVs may change protein structure and function. In the context of van der Waals force and disulfide bridge calculations, no method directly predicts the impact of mutations on the energies of the protein structure. Here, we combined machine learning methods and energy scores of protein structures calculated by Rosetta Energy Function 2015 to predict SAV pathogenicity. The accuracy level of our model (0.76) is higher than that of six prediction tools. Further analyses revealed that the differential reference energies, attractive energies, and solvation of polar atoms between wildtype and mutant side-chains played essential roles in distinguishing benign from pathogenic variants. These features indicated the physicochemical properties of amino acids, which were observed in 3D structures instead of sequences. We added 16 features to Rhapsody (the prediction tool we used for our data set) and consequently improved its performance. The results indicated that these energy scores were more appropriate and more detailed representations of the pathogenicity of SAVs.","2022-12","2023-07-10 14:37:30","2023-07-10 14:37:30","","606–615","","1","20","","","","","","","","","","","","","","","","","Place: Washington, DC, USA Publisher: IEEE Computer Society Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4H6KTKNT","conferencePaper","2016","Liu, Ning; Ding, Caiwen; Wang, Yanzhi; Hu, Jingtong","Neural Network-Based Prediction Algorithms for In-Door Multi-Source Energy Harvesting System for Non-Volatile Processors","Proceedings of the 26th Edition on Great Lakes Symposium on VLSI","978-1-4503-4274-2","","10.1145/2902961.2903037","https://doi.org/10.1145/2902961.2903037","Due to size, longevity, safety, and recharging concerns, energy harvesting is becoming a better choice for many wearable embedded systems than batteries. However, harvested energy is intrinsically unstable. In order to overcome this drawback, non-volatile processors (NVPs) have been proposed to bridge intermittent program execution. However, even with NVPs, frequent power interruptions will severely degrade system performance. Hence, in this paper we adopt a multi-source in-door energy harvesting architecture to compensate the shortcoming of single energy source. We further investigate power harvesting prediction techniques, which are critical for NVP systems since they can coordinate with task scheduler in the NVP system to compensate the intermittent ambient energy harvesting. We investigate prediction methods both for single energy harvesting source and for multiple energy harvesting sources, the total output power of which is more stable compared with the single source case. A comprehensive evaluation framework has been developed using actually measured harvesting traces on the proposed neural network-based power harvesting prediction methods. It turns out that the most favorable prediction methods are directly predicting the total output power of DC-DC converters (connecting between energy sources and NVP), or predicting the total input power of DC-DC converters first and then inferring the total output power using a learned mapping function, for multi-source power harvesting predictions.","2016","2023-07-10 14:37:30","2023-07-10 14:37:30","","275–280","","","","","","","GLSVLSI '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Boston, Massachusetts, USA","","","","energy harvesting; multiple energy source; neural network; non-volatile processors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AM4JLQ2H","conferencePaper","2011","Basmadjian, Robert; Ali, Nasir; Niedermeier, Florian; de Meer, Hermann; Giuliani, Giovanni","A Methodology to Predict the Power Consumption of Servers in Data Centres","Proceedings of the 2nd International Conference on Energy-Efficient Computing and Networking","978-1-4503-1313-1","","10.1145/2318716.2318718","https://doi.org/10.1145/2318716.2318718","Until recently, there have been relatively few studies exploring the power consumption of ICT resources in data centres. In this paper, we propose a methodology to capture the behaviour of most relevant energy-related ICT resources in data centres and present a generic model for them. This is achieved by decomposing the design process into four modelling phases. Furthermore, unlike the state-of-the-art approaches, we provide detailed power consumption models at server and storage levels. We evaluate our model for different types of servers and show that it suffers from an error rate of 2% in the best case, and less than 10% in the worst case.","2011","2023-07-10 14:37:30","2023-07-10 14:37:30","","1–10","","","","","","","e-Energy '11","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: New York, New York, USA","","","","data centre; IT resources; modelling; power consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SJ5GAIU","conferencePaper","2019","von Kistowski, Jóakim; Grohmann, Johannes; Schmitt, Norbert; Kounev, Samuel","Predicting Server Power Consumption from Standard Rating Results","Proceedings of the 2019 ACM/SPEC International Conference on Performance Engineering","978-1-4503-6239-9","","10.1145/3297663.3310298","https://doi.org/10.1145/3297663.3310298","Data center providers and server operators try to reduce the power consumption of their servers. Finding an energy efficient server for a specific target application is a first step in this regard. Estimating the power consumption of an application on an unavailable server is difficult, as nameplate power values are generally overestimations. Offline power models are able to predict the consumption accurately, but are usually intended for system design, requiring very specific and detailed knowledge about the system under consideration.In this paper, we introduce an offline power prediction method that uses the results of standard power rating tools. The method predicts the power consumption of a specific application for multiple load levels on a target server that is otherwise unavailable for testing. We evaluate our approach by predicting the power consumption of three applications on different physical servers. Our method is able to achieve an average prediction error of 9.49% for three workloads running on real-world, physical servers.","2019","2023-07-10 14:37:30","2023-07-10 14:37:30","","301–312","","","","","","","ICPE '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Mumbai, India","","","","benchmarking; energy efficiency; interpolation; load level; performance; power; prediction; regression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q75W6S2K","conferencePaper","2021","Rivero, Luis; Diniz, João; Silva, Giovanni; Borralho, Gabriel; Braz Junior, Geraldo; Paiva, Anselmo; Alves, Erika; Oliveira, Milton","Deployment of a Machine Learning System for Predicting Lawsuits Against Power Companies: Lessons Learned from an Agile Testing Experience for Improving Software Quality","Proceedings of the XIX Brazilian Symposium on Software Quality","978-1-4503-8923-5","","10.1145/3439961.3439991","https://doi.org/10.1145/3439961.3439991","The advances in Machine Learning (ML) require software organizations to evolve their development processes in order to improve the quality of ML systems. Within the software development process, the testing stage of an ML system is more critical, considering that it is necessary to add data validation, trained model quality evaluation, and model validation to traditional unit, integration tests and system tests. In this paper, we focus on reporting the lessons learned of using model testing and exploratory testing within the context of the agile development process of an ML system that predicts lawsuits proneness in energy supply companies. Through the development of the project, the SCRUM agile methodology was applied and activities related to the development of the ML model and the development of the end-user application were defined. After the testing process of the ML model, we managed to achieve 93.89 accuracy; 95.58 specificity; 88.84 sensitivity; and 87.09 precision. Furthermore, we focused on the quality of use of the application embedding the ML model, by carrying out exploratory testing. As a result, through several iterations, different types of defects were identified and corrected. Our lessons learned support software engineers willing to develop ML systems that consider both the ML model and the end-user application.","2021","2023-07-10 14:37:30","2023-07-10 14:37:30","","","","","","","","","SBQS '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: São Luís, Brazil","","","","and Testing; and Tools; Methods; Software Processes; Validation; Verification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4K773GR6","conferencePaper","2021","Palma, Ingrid; Ladeira, Marcelo; Reis, Ana Carla Bittencourt","Machine Learning Predictive Model for the Passive Transparency at the Brazilian Ministry of Mines and Energy","DG.O2021: The 22nd Annual International Conference on Digital Government Research","978-1-4503-8492-6","","10.1145/3463677.3463715","https://doi.org/10.1145/3463677.3463715","This paper presents a case study based on the CRISP-DM Model and the use of Text Mining tools and techniques to automate the Passive Transparency process at the Brazilian Ministry of Mines and Energy. Thus, a Machine Learning Model is proposed to predict the class of the technical unit responsible for the data/information requested by citizens. Through the application of the algorithm LDA and TF-IDF it was possible to map the topics of the most relevant subjects for society. The stability of the model was tested from the comparative analysis between 5 known classification algorithms (Random Forest, Multinomial NB, Linear SVC, Logistic Regression, XGBoost and Gradient Boosting). XGBoost presented better performance and precision in multiclass learning outcomes.","2021","2023-07-10 14:37:30","2023-07-10 14:37:30","","76–81","","","","","","","DG.O'21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Omaha, NE, USA","","","","Machine Learning Algorithms; Multicriteria Decision Making; Passive Transparency; Predictive Analisys and XGBoost.; Topic Modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGJ6HEDW","conferencePaper","2023","Dariol, Quentin; Le Nours, Sebastien; Helms, Domenik; Stemmer, Ralf; Pillement, Sebastien; Grüttner, Kim","Fast Yet Accurate Timing and Power Prediction of Artificial Neural Networks Deployed on Clock-Gated Multi-Core Platforms","Proceedings of the DroneSE and RAPIDO: System Engineering for Constrained Embedded Systems","9798400700453","","10.1145/3579170.3579263","https://doi.org/10.1145/3579170.3579263","When deploying Artificial Neural Networks (ANNs) onto multi-core embedded platforms, an intensive evaluation flow is necessary to find implementations that optimize resource usage, timing and power. ANNs require indeed significant amounts of computational and memory resources to execute, while embedded execution platforms offer limited resources with strict power budget. Concurrent accesses from processors to shared resources on multi-core platforms can lead to bottlenecks with impact on performance and power. Existing approaches show limitations to deliver fast yet accurate evaluation ahead of ANN deployment on the targeted hardware. In this paper, we present a modeling flow for timing and power prediction in early design stage of fully-connected ANNs on multi-core platforms. Our flow offers fast yet accurate predictions with consideration of shared communication resources and scalability in regards of the number of cores used. The flow is evaluated on real measurements for 42 mappings of 3 fully-connected ANNs executed on a clock-gated multi-core platform featuring two different communication modes: polling or interrupt-based. Our modeling flow predicts timing with accuracy and power with accuracy on the tested mappings for an average simulation time of 0.23 s for 100 iterations. We then illustrate the application of our approach for efficient design space exploration of ANN implementations.","2023","2023-07-10 14:37:30","2023-07-10 14:37:30","","79–86","","","","","","","RAPIDO '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Toulouse, France","","","","Artificial Neural Networks; Multi-Core; Power Model; System Level Simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VITWBA4","journalArticle","2020","Dey, Sukanta; Nandi, Sukumar; Trivedi, Gaurav","Machine Learning Approach for Fast Electromigration Aware Aging Prediction in Incremental Design of Large Scale On-Chip Power Grid Network","ACM Trans. Des. Autom. Electron. Syst.","","1084-4309","10.1145/3399677","https://doi.org/10.1145/3399677","With the advancement of technology nodes, Electromigration (EM) signoff has become increasingly difficult, which requires a considerable amount of time for an incremental change in the power grid (PG) network design in a chip. The traditional Black’s empirical equation and Blech’s criterion are still used for EM assessment, which is a time-consuming process. In this article, for the first time, we propose a machine learning (ML) approach to obtain the EM-aware aging prediction of the PG network. We use neural network–based regression as our core ML technique to instantly predict the lifetime of a perturbed PG network. The performance and accuracy of the proposed model using neural network are compared with the well-known standard regression models. We also propose a new failure criterion based on which the EM-aging prediction is done. Potential EM-affected metal segments of the PG network is detected by using a logistic-regression–based classification ML technique. Experiments on different standard PG benchmarks show a significant speedup for our ML model compared to the state-of-the-art models. The predicted value of MTTF for different PG benchmarks using our approach is also better than some of the state-of-the-art MTTF prediction models and comparable to the other accurate models.","2020-07","2023-07-10 14:37:30","2023-07-10 14:37:30","","","","5","25","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Electromigration; machine learning; MTTF; neural network; power grid network; regression; reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGFD5EYL","conferencePaper","2020","Park, Joon-Young; Kim, Seok-Tae; Lee, Jae-Kyung; Ham, Ji-Wan; Oh, Ki-Yong","Automatic Inspection Drone with Deep Learning-Based Auto-Tracking Camera Gimbal to Detect Defects in Power Lines","Proceedings of the 3rd International Conference on Vision, Image and Signal Processing","978-1-4503-7625-9","","10.1145/3387168.3387176","https://doi.org/10.1145/3387168.3387176","The traditional drone inspection performed by human operators is unsuited for the purpose of inspecting power transmission lines, because steel towers and their spans are too high and wide to be inspected with a 250 m line of sight. For this reason, the KEPCO Research Institute developed a new inspection drone system that can automatically fly a predetermined flight path based on the GPS coordinates of steel towers, filming a video of power transmission lines with a high definition camera and a thermal imaging camera. In this system, a camera gimbal with the cameras was still controlled by a human operator from a long distance away. When the drone approached close to a steel tower, however, the camera gimbal was often unable to be controlled and real-time video transmission for the gimbal operator was sometimes interrupted due to radio-frequency interference from steel structure and energized power conductors. To solve such a control problem in the field, we also developed an auto-tracking camera gimbal that can automatically track and photograph power facilities on the basis of Deep Learning. With the automatic gimbal, the entire inspection process can be fully automated. The effectiveness of the developed overall system was confirmed through field tests.","2020","2023-07-10 14:37:30","2023-07-10 14:37:30","","","","","","","","","ICVISP 2019","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Vancouver, BC, Canada","","","","Auto-tracking; Automatic Drone; Camera; Deep Learning; Gimbal; Power Line Inspection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7C3UKSP","conferencePaper","2014","Chiroma, Haruna; Gital, Abdulsalam Ya'u; Abubakar, Adamu; Usman, Mohammed Joda; Waziri, Usman","Optimization of Neural Network through Genetic Algorithm Searches for the Prediction of International Crude Oil Price Based on Energy Products Prices","Proceedings of the 11th ACM Conference on Computing Frontiers","978-1-4503-2870-8","","10.1145/2597917.2597956","https://doi.org/10.1145/2597917.2597956","This study investigated the prediction of crude oil price based on energy product prices using genetically optimized Neural Network (GANN). It was found from experimental evidence that the international crude oil price can be predicted based on energy product prices. The comparison of the prediction performance accuracy of the propose GANN with Support Vector Machine (SVM), Vector Autoregression (VAR), and Feed Forward NN (FFNN) suggested that the propose GANN was more accurate than the SVM, VAR, and FFNN in the prediction accuracy and time computational complexity. The propose GANN was able to improve the performance accuracy of the comparison algorithms. Our approach can easily be modified for the prediction of similar commodities.","2014","2023-07-10 14:37:30","2023-07-10 14:37:30","","","","","","","","","CF '14","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Cagliari, Italy","","","","crude oil price; genetic algorithm; neural network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUNY4FKK","conferencePaper","2023","Rubin, Felipe; Souza, Paulo; Ferreto, Tiago","Reducing Power Consumption during Server Maintenance on Edge Computing Infrastructures","Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing","978-1-4503-9517-5","","10.1145/3555776.3577739","https://doi.org/10.1145/3555776.3577739","Edge servers must routinely undergo maintenance to ensure the environment's performance and security. During maintenance, applications hosted by outdated servers must be relocated to alternative servers to avoid downtime. In distributed edges with servers spread across large regions, ensuring that applications are not migrated to servers too far away from their users to avoid high latency hardens the maintenance planning. In addition, the limited power supply of edge sites restricts the list of suitable alternative hosts for the applications even further. Past work has focused on optimizing maintenance or increasing the power efficiency of edge computing infrastructures. However, no work addresses both objectives together. This paper presents Emma, a maintenance strategy that reduces power consumption during edge server maintenance without excessively extending maintenance time or increasing application latency. Experiments show that Emma can minimize power consumption during maintenance by up to 26.48% compared to strategies from the literature.","2023","2023-07-10 14:37:30","2023-07-10 14:37:30","","691–698","","","","","","","SAC '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Tallinn, Estonia","","","","edge computing; infrastructure; maintenance; power consumption; update","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23ZNZIE2","journalArticle","2012","Lewis, Adam Wade; Tzeng, Nian-Feng; Ghosh, Soumik","Runtime Energy Consumption Estimation for Server Workloads Based on Chaotic Time-Series Approximation","ACM Trans. Archit. Code Optim.","","1544-3566","10.1145/2355585.2355588","https://doi.org/10.1145/2355585.2355588","This article proposes a runtime model that relates server energy consumption to its overall thermal envelope, using hardware performance counters and experimental measurements. While previous studies have attempted system-wide modeling of server power consumption through subsystem models, our approach is different in that it links system energy input to subsystem energy consumption based on a small set of tightly correlated parameters. The proposed model takes into account processor power, bus activities, and system ambient temperature for real-time prediction on the power consumption of long running jobs. Using the HyperTransport and QuickPath Link structures as case studies and through electrical measurements on example server subsystems, we develop a chaotic time-series approximation for runtime power consumption, arriving at the Chaotic Attractor Predictor (CAP). With polynomial time complexity, CAP exhibits high prediction accuracy, having the prediction errors within 1.6% (or 3.3%) for servers based on the HyperTransport bus (or the QuickPath Links), as verified by a set of common processor benchmarks. Our CAP is a superior predictive mechanism over existing linear auto-regressive methods, which require expensive and complex corrective steps to address the nonlinear and chaotic aspects of the underlying physical system.","2012-10","2023-07-10 14:37:30","2023-07-10 14:37:30","","","","3","9","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Analysis of variance; chaotic time series; energy consumption; HyperTransport buses; performance counters; QuickPath links; thermal envelope; time series approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMBVTQII","conferencePaper","2017","Zhang, Sheng; Zhao, Shenglin; Yuan, Mingxuan; Zeng, Jia; Yao, Jianguo; Lyu, Michael R.; King, Irwin","Traffic Prediction Based Power Saving in Cellular Networks: A Machine Learning Method","Proceedings of the 25th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems","978-1-4503-5490-5","","10.1145/3139958.3140053","https://doi.org/10.1145/3139958.3140053","In smart cities, green cellular networks play a crucial role to support wireless access for numerous devices anywhere and anytime with efficiency and sustainability. Because base stations (BSes) consume more than 70% of overall cellular network infrastructure energy, saving the power consumption of BSes is the key task to build a green cellular network. Except for low power design of the BS hardware and software, the traffic-driven BS sleeping operation is an economical way to improve existing cellular networks, which can reduce the BS power consumption at low traffic load. However, prior BS sleeping strategies establish on the static temporal characteristics of traffic load, which ignore the fact that network traffic is influenced by many factors such as time, human mobility, holiday, weather, etc. Hence, prior traffic estimation is coarse, and the BS sleeping strategies cannot apply to the changing network traffic. In this paper, we exploit a machine learning method to estimate the BS traffic and propose a BS sleeping strategy based on predicted traffic for power saving in the cellular network. We analyze network traffic in multi-views: temporal influence, spatial influence, and event influence. Then, we propose a multi-view ensemble learning model to predict network traffic load, which learns the traffic in multi-views and combine the results with ensemble. Furthermore, we formulate a BS sleeping strategy based on the predicted traffic load. Finally, we evaluate our traffic prediction algorithm on real cellular network data. The evaluation shows that our traffic prediction algorithm improves about 40% than state-of-the-art machine learning methods. Also, we evaluate the proposed BS sleeping strategy, which yields about 10% more energy savings and less device damage than the competitors in the simulated environment.","2017","2023-07-10 14:37:30","2023-07-10 14:37:30","","","","","","","","","SIGSPATIAL '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Redondo Beach, CA, USA","","","","Green Cellular Network; Multi-view Learning; Network Traffic Prediction; Smart City; Spatio-Temporal Data Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
