Column1;page_number;position;result_type;title;link;result_id;publication_info_summary;snippet;cited_by_count;cited_by_link;cited_by_id;total_versions;all_versions_link;all_versions_id;file_format;file_title;file_link
1524;2;17;Pdf;Employing Deep Learning to Quantify Power Plant Greenhouse Gas Emissions via Remote Sensing Data;https://s3.us-east-1.amazonaws.com/climate-change-ai/papers/aaaifss2022/11/paper.pdf;zcvG2w7u7TYJ;A Jain - 2022 - s3.us-east-1.amazonaws.com;… end deep learning pipeline that successfully predicted power … future of accurate emissions monitoring across the globe. My … , fossil-fuel classification, power generation regression, and …;;{};{};2.0;https://scholar.google.com/scholar?cluster=3958081395112725453&hl=en&num=20&as_sdt=0,33&as_vis=1;3958081395112725453;PDF;amazonaws.com;https://s3.us-east-1.amazonaws.com/climate-change-ai/papers/aaaifss2022/11/paper.pdf
1525;2;18;;Wireless Noise Monitoring and Fault Diagnosis for Substation Based on Ubiquitous Power Internet of Things and Deep Learning;https://ieeexplore.ieee.org/abstract/document/8975235/;zQTCQzRVN4MJ;Q Zhao, L Zhang, J Zhao, X Qi… - … Power and Energy …, 2019 - ieeexplore.ieee.org;… Abstract— The embracement of Ubiquitous Power Internet of Things(UPIoT) and Deep Learning(DL) technology provides a brand new stage for the development of power system. …;1.0;https://scholar.google.com/scholar?cites=9455119625651094733&as_sdt=5,33&sciodt=0,33&hl=en&num=20;9455119625651094733;;{};{};;;
1526;2;19;;Deep Learning Neural Networks for Online Monitoring of the Combustion Process From Flame Colour in Thermal Power Plants;https://www.igi-global.com/chapter/deep-learning-neural-networks-for-online-monitoring-of-the-combustion-process-from-flame-colour-in-thermal-power-plants/316022;nmpFOvMlpKUJ;S Kesavan, R Sivanand, B Latha… - … of Deep Learning and …, 2023 - igi-global.com;The combustion quality determination in power station boilers is of great importance to avoid air pollution. Complete combustion minimizes the exit of NOx, SOx, CO, and CO2 emissions…;;{};{};;{};{};;;
1527;2;20;;A High-Frequency Monitoring Method for Urban Carbon Emissions Based on Vertical Federated Deep Learning and Multi-Source Heterogeneous Data Fusion …;https://dl.acm.org/doi/abs/10.1145/3582935.3582972;Hbb6PXp9PLkJ;Y Gao, D Yan, N Liu, S Luo, Z Zhou, Y Wang… - Proceedings of the 5th …, 2022 - dl.acm.org;… frequency and high precision carbon emission monitoring. As privacy protection and data … emission monitoring model for key urban sectors based on vertical federated deep learning …;;{};{};;{};{};;;
1528;3;1;Html;Lung Tumor Motion Monitoring using Deep Learning Methods on Single Energy and Dual Energy Images;https://www.cureus.com/posters/2060-lung-tumor-motion-monitoring-using-deep-learning-methods-on-single-energy-and-dual-energy-images;6AFVeRzaP4UJ;Z Wu, T Roggen, M Walczak, L Zhu, P Paysan… - Cureus Journal of …, 2022 - cureus.com;… A solution to monitor tumor motion during treatment delivery will enable mitigation strategies … of three deep learning algorithms (Mask RCNN, EfficientDet D4 and YOLO v4) to monitor a …;;{};{};4.0;https://scholar.google.com/scholar?cluster=9601632746406740456&hl=en&num=20&as_sdt=0,33&as_vis=1;9601632746406740456;HTML;cureus.com;https://www.cureus.com/posters/2060-lung-tumor-motion-monitoring-using-deep-learning-methods-on-single-energy-and-dual-energy-images
1529;3;2;;A Deep Learning-Based Ensemble Surface Energy Balance Modeling Approach to Monitor Crop Water Use and Water Stress in drylands;https://www.authorea.com/doi/full/10.1002/essoar.10511362.1;rtagmhbPRewJ;N Bhattarai, T Liu, W Kustas, Y Bai, K Mallick, T Hu… - Authorea …, 2022 - authorea.com;Most remote sensing-based surface energy balance (SEB) models are limited by data availability and physical constraints to fully capture the non-linear and temporally varying nature of …;;{};{};2.0;https://scholar.google.com/scholar?cluster=17025241662334490286&hl=en&num=20&as_sdt=0,33&as_vis=1;17025241662334490286;PDF;authorea.com;https://www.authorea.com/doi/pdf/10.1002/essoar.10511362.1
1530;3;3;;Explore Deep Feature Learning to Power Equipment Monitoring and Defect Detection;https://dl.acm.org/doi/abs/10.1145/3546000.3546022;OocX108LynYJ;X Lu, J Zhang, K Chen, M Wu, Q Li, X Yu - Proceedings of the 6th …, 2022 - dl.acm.org;… The research of power equipment defect detection … power equipment defect detection methods, a defect detection method of power metering equipment based on image deep learning …;;{};{};;{};{};;;
1531;3;4;;A Deep Learning Approach to Anomaly Sequence Detection for High-Resolution Monitoring of Power Systems;https://ui.adsabs.harvard.edu/abs/2020arXiv201205163R/abstract;UhuvaLhC4rMJ;K Rasim Mestav, X Wang, L Tong - arXiv e-prints, 2020 - ui.adsabs.harvard.edu;A deep learning approach is proposed to detect data and system anomalies using high-resolution continuous point-on-wave (CPOW) or phasor measurements. Both the anomaly and …;;{};{};;{};{};;;
1532;3;5;;Fault Monitoring Method of Electric Energy Meter Verification Assembly Line Based on Deep Learning;http://forestchemicalsreview.com/index.php/JFCR/article/view/1084;FZ04N0_8-NYJ;Y Li, X Jin, X Zhang, X Wang… - Forest Chemicals …, 2022 - forestchemicalsreview.com;… monitoring and fault warning of the electric energy meter's verification assembly line, the deep learning method is adopted to monitor its … First, for complex and multi-source monitoring …;;{};{};2.0;https://scholar.google.com/scholar?cluster=15490408335499894037&hl=en&num=20&as_sdt=0,33&as_vis=1;15490408335499894037;PDF;forestchemicalsreview.com;http://forestchemicalsreview.com/index.php/JFCR/article/download/1084/1018
1533;3;6;Pdf;Topic: Evaluate the Energy Saving from Window Opening Behavior through Coupling a Deep Learning Model with EnergyPlus;https://www.researchgate.net/profile/Pratik-Pandey-4/publication/368390357_Topic_Evaluate_the_Energy_Saving_from_Window_Opening_Behavior_through_Coupling_a_Deep_Learning_Model_with_EnergyPlus/links/63e55a54dea6121757975770/Topic-Evaluate-the-Energy-Saving-from-Window-Opening-Behavior-through-Coupling-a-Deep-Learning-Model-with-EnergyPlus.pdf;HFUdck04xN4J;P Pandey, B Dong, N Sharifi, MK Malsegna - researchgate.net;… Thus, to avoid this lapse in the building energy consumption … learning models like deep learning to address this issue. … Deep learning methods are highly scalable, with the testing …;;{};{};;{};{};PDF;researchgate.net;https://www.researchgate.net/profile/Pratik-Pandey-4/publication/368390357_Topic_Evaluate_the_Energy_Saving_from_Window_Opening_Behavior_through_Coupling_a_Deep_Learning_Model_with_EnergyPlus/links/63e55a54dea6121757975770/Topic-Evaluate-the-Energy-Saving-from-Window-Opening-Behavior-through-Coupling-a-Deep-Learning-Model-with-EnergyPlus.pdf
1534;3;7;Html;In situ quality monitoring in direct energy deposition process using co-axial process zone imaging and deep contrastive learning;https://www.sciencedirect.com/science/article/pii/S1526612522004996;wRP4jWdP0e8J;V Pandiyan, D Cui, T Le-Quang, P Deshpande… - Journal of Manufacturing …, 2022 - Elsevier;… parameters, especially laser power and scanning speed, will … monitoring strategy in this work, the different regimes in the DED process were induced by changing only the laser power …;1.0;https://scholar.google.com/scholar?cites=17280680551379375041&as_sdt=5,33&sciodt=0,33&hl=en&num=20;17280680551379375041;3.0;https://scholar.google.com/scholar?cluster=17280680551379375041&hl=en&num=20&as_sdt=0,33&as_vis=1;17280680551379375041;HTML;sciencedirect.com;https://www.sciencedirect.com/science/article/pii/S1526612522004996
1535;3;8;;An Edge Visual Incremental Perception Framework Based on Deep Semi-supervised Learning for Monitoring Power Transmission Lines;https://ieeexplore.ieee.org/abstract/document/10058881/;3c9DT9eePcEJ;J Zhang, J Wang, R Song, G Peng… - … of Power and Energy …, 2023 - ieeexplore.ieee.org;… This highlights the practical need to inspect and monitor power … Gui, “Lightweight deep learning based intelligent edge … targets improve semi-supervised deep learning results,” in …;;{};{};2.0;https://scholar.google.com/scholar?cluster=13924460270484443101&hl=en&num=20&as_sdt=0,33&as_vis=1;13924460270484443101;PDF;ieee.org;https://ieeexplore.ieee.org/iel7/7054730/10091873/10058881.pdf
1536;3;9;;Application of Deep Reinforcement Learning to Wide Area Power System and Big Data Analysis to Smart Meter Status Monitoring;https://search.proquest.com/openview/09b5649f53ae97a1e85a0e0bc4367dab/1?pq-origsite=gscholar&cbl=18750&diss=y;_ybZBtDZgdQJ;G Kim - 2021 - search.proquest.com;… operating conditions and renewable energy sources [18, 19, … For example, [21] uses a deep learning WADC, but such a … the advantage of RL and deep learning to provide a stochastic …;;{};{};3.0;https://scholar.google.com/scholar?cluster=15312759695527716607&hl=en&num=20&as_sdt=0,33&as_vis=1;15312759695527716607;PDF;asu.edu;https://keep.lib.asu.edu/_flysystem/fedora/c7/Kim_asu_0010N_21204.pdf
1537;1;1;;A deep learning platform for evaluating energy loss parameter in engineering structures;https://www.sciencedirect.com/science/article/pii/S2352012421007840;Dv5F2HtJUSwJ;TQ Nguyen - Structures, 2021 - Elsevier;… proposes training of the energy consumption value C 0 by a deep learning platform. The … deep learning. In the future, the research will optimize the training method in the deep learning …;4.0;https://scholar.google.com/scholar?cites=3193414407040663054&as_sdt=20000005&sciodt=0,21&hl=en&num=20;3193414407040663054;2.0;https://scholar.google.com/scholar?cluster=3193414407040663054&hl=en&num=20&as_sdt=0,21&as_vis=1;3193414407040663054;;;
1538;1;2;;Evaluating the power efficiency of deep learning inference on embedded GPU systems;https://ieeexplore.ieee.org/abstract/document/8257866/;BZonp5L54YEJ;K Rungsuptaweekoon, V Visoottiviseth… - 2017 2nd …, 2017 - ieeexplore.ieee.org;"… Deep learning consists of the training … deep learning in the inference phase as well as the training phase; however, such embedded systems are highly constrained because of power …";41.0;https://scholar.google.com/scholar?cites=9359035908917533189&as_sdt=20000005&sciodt=0,21&hl=en&num=20;9359035908917533189;;{};{};;;
1539;1;3;;Deep learning-based signal processing for evaluating energy dispersal in bridge structures;https://link.springer.com/article/10.1631/jzus.A2000414;Wn4W9yNUTvMJ;N Ngo-Kieu, T Nguyen-Da, T Pham-Bao… - Journal of Zhejiang …, 2021 - Springer;… we use deep learning to investigate a loss factor function (LF) for measuring energy dispersal in bridge structures in Ho Chi Minh City, Vietnam. The LF is calculated from the power spec…;5.0;https://scholar.google.com/scholar?cites=17532042912845954650&as_sdt=20000005&sciodt=0,21&hl=en&num=20;17532042912845954650;;{};{};;;
1540;1;4;;Online Testbed for Evaluating Vulnerability of Deep Learning Based Power Grid Load Forecasters;https://ieeexplore.ieee.org/abstract/document/9133701/;1ymz-A-H_nIJ;H Neema, P Volgyesi, X Koutsoukos… - … -Physical Energy …, 2020 - ieeexplore.ieee.org;… in the power grid domain for evaluating deep learning based … the power grid simulation and the deep learning framework … This will support automated workflows of power grid simulation, …;3.0;https://scholar.google.com/scholar?cites=8286208867075041751&as_sdt=20000005&sciodt=0,21&hl=en&num=20;8286208867075041751;6.0;https://scholar.google.com/scholar?cluster=8286208867075041751&hl=en&num=20&as_sdt=0,21&as_vis=1;8286208867075041751;PDF;nsf.gov;https://par.nsf.gov/servlets/purl/10194918
1541;1;5;;Evaluating renal lesions using deep-learning based extension of dual-energy FoV in dual-source CT—A retrospective pilot study;https://www.sciencedirect.com/science/article/pii/S0720048X21002151;jSZDuJIoF2sJ;FR Schwartz, DP Clark, Y Ding… - European journal of …, 2021 - Elsevier;… , dual-energy (DE) field of view (FoV) is limited to the size of the smaller detector array. The purpose was to establish a deep learning-… trained DE extrapolation deep-learning (DEEDL) …;1.0;https://scholar.google.com/scholar?cites=7716681097144379021&as_sdt=20000005&sciodt=0,21&hl=en&num=20;7716681097144379021;8.0;https://scholar.google.com/scholar?cluster=7716681097144379021&hl=en&num=20&as_sdt=0,21&as_vis=1;7716681097144379021;HTML;nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8204258/
1542;1;6;;Powering and evaluating deep learning-based systems using green energy;https://dspace.upt.ro/xmlui/handle/123456789/4087;AHv8UZPhoLgJ;SL Jurj - 2020 - dspace.upt.ro;… use to successfully power a real-time Deep Learning-based … Deep Learning (DL)-based systems using green energy as … their accuracy but also on their energy consumption and cost. …;;{};{};2.0;https://scholar.google.com/scholar?cluster=13303881322104388352&hl=en&num=20&as_sdt=0,21&as_vis=1;13303881322104388352;PDF;upt.ro;https://dspace.upt.ro/xmlui/bitstream/handle/123456789/4087/BUPT_TD_Jurj.pdf?sequence=3
1543;1;7;;Evaluating smart grid renewable energy accommodation capability with uncertain generation using deep reinforcement learning;https://www.sciencedirect.com/science/article/pii/S0167739X19323039;aZNXZCoRyUoJ;Y Liu, X Guan, J Li, D Sun, T Ohtsuki… - Future Generation …, 2020 - Elsevier;… to evaluate accommodation capability of renewable energy under constraints given in Section 3. The algorithm AccCap-DRL will combine deep learning and reinforcement learning to …;29.0;https://scholar.google.com/scholar?cites=5388857302895268713&as_sdt=20000005&sciodt=0,21&hl=en&num=20;5388857302895268713;2.0;https://scholar.google.com/scholar?cluster=5388857302895268713&hl=en&num=20&as_sdt=0,21&as_vis=1;5388857302895268713;;;
1544;1;1;;Exploration of graph computing in power system state estimation;https://ieeexplore.ieee.org/abstract/document/8586535/;R1ZhJ5wBSWcJ;C Yuan, Y Zhou, G Zhang, G Liu, R Dai… - … Power & Energy …, 2018 - ieeexplore.ieee.org;… system modeling using graph database was presented in this paper and the graph computing based power system state estimation has been proposed to speed up its performance. …;31.0;https://scholar.google.com/scholar?cites=7442481629393671751&as_sdt=2005&sciodt=0,5&hl=en&num=20;7442481629393671751;4.0;https://scholar.google.com/scholar?cluster=7442481629393671751&hl=en&num=20&as_sdt=0,5&as_vis=1;7442481629393671751;PDF;arxiv.org;https://arxiv.org/pdf/1803.03300
1545;1;2;;Energy-efficiency model and measuring approach for cloud computing;http://www.jos.org.cn/josen/article/abstract/4144;QmSgMMAf0c4J;??? ???? ???? ??? ??? - Journal of Software, 2012 - jos.org.cn;… Abstract: This paper presents an EE (energy efficiency) model and measuring approach for cloud computing. A mathematical expression of EE is first defined, as well as the measuring …;57.0;https://scholar.google.com/scholar?cites=14902727552255681602&as_sdt=2005&sciodt=0,5&hl=en&num=20;14902727552255681602;2.0;https://scholar.google.com/scholar?cluster=14902727552255681602&hl=en&num=20&as_sdt=0,5&as_vis=1;14902727552255681602;PDF;jos.org.cn;http://www.jos.org.cn/josen/article/pdf/4144
1546;1;3;;Xspect, estimation of the angular power spectrum by computing cross-power spectra with analytical error bars;https://academic.oup.com/mnras/article-abstract/358/3/833/1026932;hCrUAygxEicJ;M Tristram, JF Macías-Pérez, C Renault… - Monthly Notices of the …, 2005 - academic.oup.com;… the original power spectrum. This is also used to estimate the error bars in the power spectrum by … In this paper, we describe a method to estimate the C ? by computing the cross-power …;184.0;https://scholar.google.com/scholar?cites=2815366764992670340&as_sdt=2005&sciodt=0,5&hl=en&num=20;2815366764992670340;11.0;https://scholar.google.com/scholar?cluster=2815366764992670340&hl=en&num=20&as_sdt=0,5&as_vis=1;2815366764992670340;PDF;oup.com;https://academic.oup.com/mnras/article-pdf/358/3/833/3409009/358-3-833.pdf
1547;1;4;;Novel computing paradigms for parameter estimation in power signal models;https://link.springer.com/article/10.1007/s00521-019-04133-9;FvpB08fSAzwJ;A Mehmood, NI Chaudhary, A Zameer… - Neural Computing and …, 2020 - Springer;… for parameter estimation of the power signal models is carried out using four performance indices, ie, mean absolute error (MAE), root of mean squared error (RMSE), estimation error …;17.0;https://scholar.google.com/scholar?cites=4324531822890449430&as_sdt=2005&sciodt=0,5&hl=en&num=20;4324531822890449430;4.0;https://scholar.google.com/scholar?cluster=4324531822890449430&hl=en&num=20&as_sdt=0,5&as_vis=1;4324531822890449430;PDF;researchgate.net;https://www.researchgate.net/profile/Aneela-Zameer/publication/331685910_Novel_computing_paradigms_for_parameter_estimation_in_power_signal_models/links/6406fab60d98a97717e640ca/Novel-computing-paradigms-for-parameter-estimation-in-power-signal-models.pdf
1548;1;5;;Topics on measuring real power usage on high performance computing platforms;https://ieeexplore.ieee.org/abstract/document/5289179/;arcU6BuoqUcJ;JH Laros, KT Pedretti, SM Kelly… - … Cluster Computing …, 2009 - ieeexplore.ieee.org;… High Performance Computing power related topics. We first describe our implementation of a scalable power measurement framework that has enabled us to examine real power use (…;45.0;https://scholar.google.com/scholar?cites=5163843285568239466&as_sdt=2005&sciodt=0,5&hl=en&num=20;5163843285568239466;9.0;https://scholar.google.com/scholar?cluster=5163843285568239466&hl=en&num=20&as_sdt=0,5&as_vis=1;5163843285568239466;PDF;academia.edu;https://www.academia.edu/download/51263133/Topics_on_measuring_real_power_usage_on_20170109-5216-1iwc3i9.pdf
1549;1;6;;Embracing approximate computing for energy-efficient motion estimation in high efficiency video coding;https://ieeexplore.ieee.org/abstract/document/7927209/;1iqRe1tguhEJ;W El-Harouni, S Rehman… - … , Automation & Test …, 2017 - ieeexplore.ieee.org;… In this paper, we demonstrate how the emerging trend of approximate computing can be leveraged for energy-efficient motion estimation in HEVC. Besides presenting the energy …;48.0;https://scholar.google.com/scholar?cites=1277439390344358614&as_sdt=2005&sciodt=0,5&hl=en&num=20;1277439390344358614;9.0;https://scholar.google.com/scholar?cluster=1277439390344358614&hl=en&num=20&as_sdt=0,5&as_vis=1;1277439390344358614;PDF;tu-dresden.de;https://grk2767.tu-dresden.de/files/user/akumar/pdf/DATE_2017_788_OutputPaper.pdf
1550;1;7;;Hierarchical state estimation using a fast rectangular-coordinate method (power system analysis computing);https://ieeexplore.ieee.org/abstract/document/32574/;nwHPaK45GpQJ;S Iwamoto, M Kusano… - … Transactions on Power …, 1989 - ieeexplore.ieee.org;… Hierarchical computing methods for large-scale Power System State Estimation (PSSE) has … In this paper a new hierarchical computing scheme is developed by carefully considering …;63.0;https://scholar.google.com/scholar?cites=10671905688253301151&as_sdt=2005&sciodt=0,5&hl=en&num=20;10671905688253301151;8.0;https://scholar.google.com/scholar?cluster=10671905688253301151&hl=en&num=20&as_sdt=0,5&as_vis=1;10671905688253301151;PDF;ieee.org;https://ieeexplore.ieee.org/iel5/39/2848/04310870.pdf
1551;1;8;;A multi-model estimation of distribution algorithm for energy efficient scheduling under cloud computing system;https://www.sciencedirect.com/science/article/pii/S0743731518300868;qN4JqPpLVFwJ;C Wu, L Wang - Journal of parallel and distributed computing, 2018 - Elsevier;… Energy efficient scheduling problem under cloud computing system is considered in this paper. A multi model EDA is designed to where one probability model produces task …;27.0;https://scholar.google.com/scholar?cites=6653026089466191528&as_sdt=2005&sciodt=0,5&hl=en&num=20;6653026089466191528;2.0;https://scholar.google.com/scholar?cluster=6653026089466191528&hl=en&num=20&as_sdt=0,5&as_vis=1;6653026089466191528;;;
1552;1;9;;Estimation and optimization of heating energy demand of a mountain shelter by soft computing techniques;https://www.sciencedirect.com/science/article/pii/S221067071830091X;Sxqkdh_k0FsJ;A Keshtkarbanaeemoghadam… - Sustainable cities and …, 2018 - Elsevier;… In this study, the heating energy demand of a shelter … energy demand of existing shelter by different protective zones and heat body of occupants. In order to estimate the heating energy …;17.0;https://scholar.google.com/scholar?cites=6616038676392843851&as_sdt=2005&sciodt=0,5&hl=en&num=20;6616038676392843851;;{};{};;;
1553;1;10;;Agent-based distributed computing for power system state estimation;https://ieeexplore.ieee.org/abstract/document/9133199/;ofrMowTlrqYJ;K Saxena, AR Abhyankar - IEEE Transactions on Smart Grid, 2020 - ieeexplore.ieee.org;… computing paradigm. This paper proposes a novel agent-based distributed (node-node) state estimation … algorithm that enables an agent to estimate its local representative bus’s state …;9.0;https://scholar.google.com/scholar?cites=12010789064334441121&as_sdt=2005&sciodt=0,5&hl=en&num=20;12010789064334441121;;{};{};;;
1554;1;11;;Graph computing based distributed parallel power flow for AC/DC systems with improved initial estimate;https://ieeexplore.ieee.org/abstract/document/9153213/;ktj__JbsQysJ;W Feng, C Yuan, Q Shi, R Dai, G Liu… - … and Clean Energy, 2020 - ieeexplore.ieee.org;… power flow method using a GDB and graph computing methods are developed for hybrid AC/ DC systems to improve computing … and edge based parallel computing can be performed …;12.0;https://scholar.google.com/scholar?cites=3117595500304390290&as_sdt=2005&sciodt=0,5&hl=en&num=20;3117595500304390290;2.0;https://scholar.google.com/scholar?cluster=3117595500304390290&hl=en&num=20&as_sdt=0,5&as_vis=1;3117595500304390290;PDF;ieee.org;https://ieeexplore.ieee.org/iel7/8685265/9383113/09153213.pdf
1555;1;12;;Location estimation indoors by means of small computing power devices, accelerometers, magnetic sensors, and map knowledge;https://link.springer.com/content/pdf/10.1007/3-540-45866-2.pdf#page=223;TJPNqw7pFjwJ;E Vildjiounaite, EJ Malm, J Kaartinen… - Pervasive Computing …, 2002 - Springer;"… In this paper, we describe a simple location estimation … In the work of Lee and Mase [15] the location estimation is done … , inspired by the notion of"" invisible computing""[17], are aiming at …";66.0;https://scholar.google.com/scholar?cites=4329904340984501068&as_sdt=2005&sciodt=0,5&hl=en&num=20;4329904340984501068;13.0;https://scholar.google.com/scholar?cluster=4329904340984501068&hl=en&num=20&as_sdt=0,5&as_vis=1;4329904340984501068;;;
1556;1;13;;Time-domain power quality state estimation based on Kalman filter using parallel computing on graphics processing units;https://ieeexplore.ieee.org/abstract/document/8340030/;NMPV1MDfBwUJ;R Cisneros-Magaña, A Medina, V Dinavahi… - IEEE …, 2018 - ieeexplore.ieee.org;… power quality indices. This can be achieved with the PQSE to estimate the transients in the power … to correctly operate and control the power system with safety. The time-domain state …;20.0;https://scholar.google.com/scholar?cites=362504314324108084&as_sdt=2005&sciodt=0,5&hl=en&num=20;362504314324108084;3.0;https://scholar.google.com/scholar?cluster=362504314324108084&hl=en&num=20&as_sdt=0,5&as_vis=1;362504314324108084;PDF;ieee.org;https://ieeexplore.ieee.org/iel7/6287639/6514899/08340030.pdf
1557;1;14;;An environment for automated measurement of energy consumed by mobile and embedded computing devices;https://www.sciencedirect.com/science/article/pii/S0263224116304407;bc-D888JmIAJ;A Dzhagaryan, A Milenkovi?, M Milosevic, E Jovanov - Measurement, 2016 - Elsevier;… A number of recent research studies have focused on power profiling and power estimation of mobile computing platforms. Carroll and Heiser quantified energy consumption of each …;12.0;https://scholar.google.com/scholar?cites=9266167022063177581&as_sdt=2005&sciodt=0,5&hl=en&num=20;9266167022063177581;3.0;https://scholar.google.com/scholar?cluster=9266167022063177581&hl=en&num=20&as_sdt=0,5&as_vis=1;9266167022063177581;PDF;sciencedirect.com;https://www.sciencedirect.com/science/article/am/pii/S0263224116304407
1558;1;15;;Estimation of energy consumption through parallel computing in wireless sensor networks;https://link.springer.com/article/10.1007/s12652-017-0582-5;Ba7Xstt7COMJ;M Lounis, A Bounceur, R Euler, B Pottier - … and Humanized Computing, 2017 - Springer;… to their energy consumption. Hence, the high interest to evaluate through accurate and rapid simulations the energy … In this paper, we present a new model for computing the energy …;12.0;https://scholar.google.com/scholar?cites=16359461829951860229&as_sdt=2005&sciodt=0,5&hl=en&num=20;16359461829951860229;4.0;https://scholar.google.com/scholar?cluster=16359461829951860229&hl=en&num=20&as_sdt=0,5&as_vis=1;16359461829951860229;PDF;researchgate.net;https://www.researchgate.net/profile/Ahcene-Bounceur/publication/318939910_Estimation_of_Energy_Consumption_through_Parallel_Computing_in_Wireless_Sensor_Networks/links/5a033fdfa6fdcc6b7c9d5091/Estimation-of-Energy-Consumption-through-Parallel-Computing-in-Wireless-Sensor-Networks.pdf
1559;1;16;;Measuring and analyzing the energy use of enterprise computing systems;https://www.sciencedirect.com/science/article/pii/S2210537913000103;DMMSfYeadEEJ;M Kazandjieva, B Heller, O Gnawali, P Levis… - Sustainable Computing …, 2013 - Elsevier;… power datasets through Powernet, a hybrid sensor network that monitors the power and … Over more than two years, we have collected power data from 250+ individual computing …;18.0;https://scholar.google.com/scholar?cites=4716564616473395980&as_sdt=2005&sciodt=0,5&hl=en&num=20;4716564616473395980;2.0;https://scholar.google.com/scholar?cluster=4716564616473395980&hl=en&num=20&as_sdt=0,5&as_vis=1;4716564616473395980;;;
1560;1;17;;Is quantum computing green? An estimate for an energy-ef?ciency quantum advantage;https://iopscience.iop.org/article/10.1088/2058-9565/acae3e/meta;5LjjPEIFTggJ;D Jaschke, S Montangero - Quantum Science and Technology, 2022 - iopscience.iop.org;… In the following, we compare the energy consumption of different quantum computing architectures with a classical emulator. The classical numerical simulation methods considered are …;9.0;https://scholar.google.com/scholar?cites=598421582534392036&as_sdt=2005&sciodt=0,5&hl=en&num=20;598421582534392036;3.0;https://scholar.google.com/scholar?cluster=598421582534392036&hl=en&num=20&as_sdt=0,5&as_vis=1;598421582534392036;PDF;iop.org;https://iopscience.iop.org/article/10.1088/2058-9565/acae3e/pdf
1561;1;18;;Source-level energy consumption estimation for cloud computing tasks;https://ieeexplore.ieee.org/abstract/document/8123619/;LQ9mPb6r-CcJ;H Liu, F Yan, S Zhang, T Xiao, J Song - IEEE Access, 2017 - ieeexplore.ieee.org;… Thus, the EC estimation of tasks before they are executed is … estimate task EC without its execution.. To solve the problem, we propose a source-level EC estimation for cloud computing …;10.0;https://scholar.google.com/scholar?cites=2880240795265666861&as_sdt=2005&sciodt=0,5&hl=en&num=20;2880240795265666861;3.0;https://scholar.google.com/scholar?cluster=2880240795265666861&hl=en&num=20&as_sdt=0,5&as_vis=1;2880240795265666861;PDF;ieee.org;https://ieeexplore.ieee.org/iel7/6287639/6514899/08123619.pdf
1562;1;19;;Architecture-level energy estimation for heterogeneous computing systems;https://ieeexplore.ieee.org/abstract/document/9408176/;V0Qh_4Zt1v0J;F Wang, YN Wu, M Woicik, JS Emer… - 2021 IEEE International …, 2021 - ieeexplore.ieee.org;… the energy consumption of the … energy estimation framework that captures the energy breakdown across the various CPU and accelerator components with a unified energy estimation …;3.0;https://scholar.google.com/scholar?cites=18290927363185263703&as_sdt=2005&sciodt=0,5&hl=en&num=20;18290927363185263703;2.0;https://scholar.google.com/scholar?cluster=18290927363185263703&hl=en&num=20&as_sdt=0,5&as_vis=1;18290927363185263703;;;
1563;1;20;;A Computing Profiling Procedure for Mobile Developers to Estimate Energy Cost;https://dl.acm.org/doi/abs/10.1145/2811587.2811627;l6HKuJfMZ64J;ML Altamimi, K Naik - Proceedings of the 18th ACM International …, 2015 - dl.acm.org;… Bugu does not breakdown the total power consumption to the power consumed by the … subtracting the power that we know the CPU consumed from the total power consumed by …;8.0;https://scholar.google.com/scholar?cites=12567238237213073815&as_sdt=2005&sciodt=0,5&hl=en&num=20;12567238237213073815;;{};{};;;
1564;2;1;;Performance estimation for the memristor-based computing-in-memory implementation of extremely factorized network for real-time and low-power semantic …;https://www.sciencedirect.com/science/article/pii/S0893608023000084;iDBZGjvgQLgJ;S Dong, Z Fan, Y Chen, K Chen, M Qin, M Zeng, X Lu… - Neural Networks, 2023 - Elsevier;… ), but the speed and energy consumption have not meet the … platforms with high speed and energy efficiency. Here, we first … energy efficiency, we design a memristor-based computing-in…;1.0;https://scholar.google.com/scholar?cites=13276858245937967240&as_sdt=2005&sciodt=0,5&hl=en&num=20;13276858245937967240;2.0;https://scholar.google.com/scholar?cluster=13276858245937967240&hl=en&num=20&as_sdt=0,5&as_vis=1;13276858245937967240;;;
1565;2;2;;A novel energy estimation model for constraint based task offloading in mobile cloud computing;https://link.springer.com/article/10.1007/s12652-020-01903-5;S9xi4xEFaRwJ;S Erana Veerappa Dinesh, K Valarmathi - … and Humanized Computing, 2020 - Springer;… The energy required for executing the task in the local mobile device and … an energy estimation algorithm. Then a novel constraints specific rule generation algorithm is used to estimate …;7.0;https://scholar.google.com/scholar?cites=2047173080004090955&as_sdt=2005&sciodt=0,5&hl=en&num=20;2047173080004090955;;{};{};;;
